match_id,team,player,starter,position,role,formation,confidence,confirmed,source,updated_at
,Ghana,Iñaki Williams,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Augustine Boakye,0,MF,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Kojo Peprah Oppong,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Kamaldeen Sulemana,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Derrick Luckassen,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Ernest Nuamah,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Prince Kwabena Adu,0,FW,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Marvin Senaya,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Luis Mejía,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,César Blackman,1,DF,Right-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,José Córdoba,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Fidel Escobar,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Edgardo Fariña,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Cristian Martínez,1,MF,Defensive Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,José Luis Rodríguez,1,MF,Left Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Adalberto Carrasquilla,1,MF,Central Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Tomás Rodríguez,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Ismael Díaz,1,MF,Left Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Yoel Bárcenas,1,MF,Right Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,César Samudio,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Jiovany Ramos,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Carlos Harvey,0,DF,Defensive Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Eric Davis,1,DF,Left-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Andrés Andrade,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,José Fajardo,1,FW,Centre-Forward,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Cecilio Waterman,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Alberto Quintero,0,MF,Right Winger,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Aníbal Godoy,0,MF,Defensive Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,César Yanis,0,MF,Right Winger,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Orlando Mosquera,1,GK,Goalkeeper,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Michael Amir Murillo,0,DF,,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Azarias Londoño,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Roderick Miller,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Panama,Jorge Gutiérrez,0,DF,Left-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
